SK_ORDER,SK_CUSTOMER,ID_ORDER,ORD_STATUS,DAT_PURCHASE,DAT_APPROVED,DAT_SHIPPED,DAT_DELIVERED,DAT_ESTIMATED_DELIVERY
95166,16935,e21d9f9d7baf59d4861e81e425fc00fe,delivered,2018-04-05T16:26:27.000Z,2018-04-05T16:35:31.000Z,2018-04-06T19:28:42.000Z,2018-04-17T19:49:44.000Z,2018-04-30T00:00:00.000Z
95167,27394,ba353ad7c7f218cd458bde871ae720c5,delivered,2018-06-10T07:45:21.000Z,2018-06-10T10:30:46.000Z,2018-06-11T16:02:00.000Z,2018-06-18T20:22:16.000Z,2018-07-18T00:00:00.000Z
95168,41489,4d4f0a2b7d8c2a94623536fd009a499b,delivered,2018-03-02T16:04:27.000Z,2018-03-03T02:51:19.000Z,2018-03-05T19:09:42.000Z,2018-03-12T13:48:37.000Z,2018-03-21T00:00:00.000Z
95169,71537,4a90af3e85dd563884e2afeab1091394,delivered,2017-08-21T20:35:44.000Z,2017-08-21T20:50:19.000Z,2017-08-29T20:33:29.000Z,2017-08-30T16:07:13.000Z,2017-09-01T00:00:00.000Z
95170,7703,2b745ccd6f667dcd824b9ab05352b0dc,delivered,2017-09-02T22:37:02.000Z,2017-09-02T22:50:11.000Z,2017-09-05T21:33:10.000Z,2017-09-13T22:59:55.000Z,2017-09-26T00:00:00.000Z
95171,13503,8501926dd0837d694fc5af339c02a6b2,canceled,2018-08-07T22:50:37.000Z,2018-08-07T23:05:23.000Z,"","",2018-08-20T00:00:00.000Z
95172,99419,357b4b724bbf34f1d64b1c5dfdc88120,delivered,2018-01-24T02:22:12.000Z,2018-01-24T15:57:52.000Z,2018-01-26T21:28:37.000Z,2018-02-07T17:42:55.000Z,2018-02-22T00:00:00.000Z
95173,64608,b865e2a136f1f12fb4fcc46a1188d1c8,delivered,2018-05-18T15:29:45.000Z,2018-05-18T15:55:30.000Z,2018-05-21T17:07:00.000Z,2018-06-07T19:38:37.000Z,2018-06-07T00:00:00.000Z
95174,58129,bf1153abdf89996908c39f09de39d79b,delivered,2018-04-16T15:06:17.000Z,2018-04-17T04:11:41.000Z,2018-04-18T18:52:46.000Z,2018-04-27T20:58:43.000Z,2018-05-07T00:00:00.000Z
95175,86015,6eb0408a126523fa821e4b54911c630f,delivered,2018-01-23T10:43:23.000Z,2018-01-25T02:38:30.000Z,2018-01-29T23:19:37.000Z,2018-02-07T22:23:38.000Z,2018-02-20T00:00:00.000Z
95176,17679,c5bff3d6b9585e55844afce2a2061259,delivered,2018-05-16T17:25:17.000Z,2018-05-16T17:57:40.000Z,2018-05-17T12:38:00.000Z,2018-05-25T19:37:25.000Z,2018-06-04T00:00:00.000Z
95177,3929,9dc73926d7aef761a7bfcfc395d735db,delivered,2017-11-24T10:18:56.000Z,2017-11-24T12:52:50.000Z,2017-11-27T18:52:21.000Z,2017-12-15T23:28:35.000Z,2017-12-18T00:00:00.000Z
95178,29471,746c571ef93dfd0c1ee0a6d4e9d983c7,delivered,2017-07-11T13:28:41.000Z,2017-07-12T02:15:42.000Z,2017-07-14T16:25:52.000Z,2017-07-17T18:58:06.000Z,2017-07-24T00:00:00.000Z
95179,68791,75b6f8722f53c2f4ec267dfeaaa8808a,delivered,2018-03-29T17:16:22.000Z,2018-03-30T03:10:22.000Z,2018-04-04T21:32:40.000Z,2018-04-05T14:10:43.000Z,2018-04-18T00:00:00.000Z
95180,59338,d8dbce6a7e7afb5ee03584eea5a61779,delivered,2018-04-04T08:15:39.000Z,2018-04-04T08:30:20.000Z,2018-04-06T22:07:26.000Z,2018-04-16T21:37:52.000Z,2018-04-30T00:00:00.000Z
95181,97957,a112ffd9157da040b7951b8bb6bb2fba,unavailable,2017-02-11T17:32:35.000Z,2017-02-15T11:33:15.000Z,"","",2017-03-14T00:00:00.000Z
95182,311,0d12f20556892f2a5aca4f39fb613a07,delivered,2017-03-06T15:45:35.000Z,2017-03-07T04:15:30.000Z,2017-03-08T16:03:58.000Z,2017-03-14T15:12:40.000Z,2017-03-27T00:00:00.000Z
95183,29021,1f8c89e0b4033cf3a956761da1a72f5c,delivered,2017-11-29T10:34:08.000Z,2017-11-29T11:00:00.000Z,2017-12-06T17:33:38.000Z,2018-01-09T19:53:05.000Z,2018-01-02T00:00:00.000Z
95184,9851,2d8265bb0095c7d253c85443f588d1ec,delivered,2018-05-13T18:26:40.000Z,2018-05-13T18:53:46.000Z,2018-05-15T17:35:00.000Z,2018-06-05T13:17:38.000Z,2018-06-06T00:00:00.000Z
95185,92401,4e0158c628911a5f52cfbc38242c0d08,delivered,2018-02-02T12:58:05.000Z,2018-02-02T13:55:32.000Z,2018-02-07T20:11:39.000Z,2018-03-06T01:04:47.000Z,2018-03-06T00:00:00.000Z
95186,89872,c20880befd228c3983ddefda4f2549db,delivered,2017-05-20T19:30:11.000Z,2017-05-21T09:31:16.000Z,2017-05-22T10:06:03.000Z,2017-05-23T13:43:27.000Z,2017-06-02T00:00:00.000Z
95187,39462,fc2e6761bfacdd06ef4b5e8c8d9ae9ec,delivered,2017-05-24T12:14:21.000Z,2017-05-24T12:30:24.000Z,2017-05-29T09:49:26.000Z,2017-06-06T16:42:52.000Z,2017-06-13T00:00:00.000Z
95188,19796,5f358d797a49fe2f24352f73426215f6,delivered,2017-08-10T14:01:14.000Z,2017-08-10T14:23:36.000Z,2017-08-10T20:05:38.000Z,2017-08-11T17:45:52.000Z,2017-08-23T00:00:00.000Z
95189,76752,00f9b6769c6648ac08bf43081d1f2b07,delivered,2018-05-12T09:34:32.000Z,2018-05-12T09:54:26.000Z,2018-05-15T14:53:00.000Z,2018-05-25T16:54:36.000Z,2018-06-19T00:00:00.000Z
95190,92741,b31a540b397cb096c3c5252eab692c9a,unavailable,2017-11-24T12:56:49.000Z,2017-11-24T15:13:14.000Z,"","",2017-12-27T00:00:00.000Z
95191,14197,dcafc8a38571b2f390004e0d85867df8,delivered,2018-08-15T14:45:24.000Z,2018-08-15T15:05:28.000Z,2018-08-17T12:22:00.000Z,2018-08-18T17:48:36.000Z,2018-08-20T00:00:00.000Z
95192,56946,94c785b60f1db2cc7416df3f2326704c,delivered,2018-05-20T15:56:52.000Z,2018-05-20T16:19:21.000Z,2018-05-21T14:20:00.000Z,2018-06-04T15:37:35.000Z,2018-07-17T00:00:00.000Z
95193,4400,0d73da8896404cedc9b3a6e25e6d94b6,delivered,2018-08-09T18:02:26.000Z,2018-08-09T18:10:20.000Z,2018-08-17T13:20:00.000Z,2018-08-20T21:23:48.000Z,2018-08-23T00:00:00.000Z
95194,93752,d0521cc69329a4336d7cd8919963d105,delivered,2017-06-27T11:18:29.000Z,2017-06-27T12:24:06.000Z,2017-06-28T08:53:48.000Z,2017-07-04T15:27:37.000Z,2017-07-24T00:00:00.000Z
95195,62404,c4656b642015582ea0e3cc4e6271d795,delivered,2017-12-13T22:38:21.000Z,2017-12-13T23:20:21.000Z,2017-12-15T20:34:17.000Z,2017-12-26T18:22:27.000Z,2018-01-08T00:00:00.000Z
95196,51123,79428b028497103cbec29a129491bc63,delivered,2017-12-29T14:19:21.000Z,2017-12-29T14:28:20.000Z,2018-01-04T20:22:17.000Z,2018-01-08T18:29:33.000Z,2018-01-30T00:00:00.000Z
95197,40444,abd7d619de0d42df3a64707190c05bb6,delivered,2018-07-07T09:21:43.000Z,2018-07-07T14:05:47.000Z,2018-07-27T11:03:00.000Z,2018-08-03T16:46:39.000Z,2018-08-13T00:00:00.000Z
95198,68887,3a650c50958d54a9beebc3db169500cd,delivered,2018-02-13T23:19:30.000Z,2018-02-13T23:30:32.000Z,2018-02-15T21:30:14.000Z,2018-02-23T01:59:56.000Z,2018-03-01T00:00:00.000Z
95199,69730,81964f82f03b74bb44ad9b9dd2908a77,delivered,2018-03-01T21:18:52.000Z,2018-03-03T02:51:17.000Z,2018-03-05T19:56:34.000Z,2018-03-22T20:48:38.000Z,2018-03-22T00:00:00.000Z
95200,13035,5595480d373b37e5738fc085dd9bcb8e,delivered,2017-10-08T17:23:59.000Z,2017-10-10T03:35:27.000Z,2017-10-10T16:56:09.000Z,2017-10-24T13:37:55.000Z,2017-11-14T00:00:00.000Z
95201,6304,4d21276afd29a3f70e49766a9848d19c,delivered,2017-02-08T13:14:41.000Z,2017-02-08T13:30:16.000Z,2017-02-09T13:03:00.000Z,2017-02-17T14:56:25.000Z,2017-03-15T00:00:00.000Z
95202,12534,993fcce2140b7440c34a447faedea0d6,delivered,2018-02-04T17:11:22.000Z,2018-02-06T09:10:24.000Z,2018-02-06T19:22:01.000Z,2018-02-19T12:57:36.000Z,2018-03-07T00:00:00.000Z
95203,51111,7ddace81184c314bfaf0e0632b130f8f,delivered,2018-03-14T08:14:28.000Z,2018-03-14T08:30:23.000Z,2018-03-15T20:12:17.000Z,2018-03-18T11:33:41.000Z,2018-04-19T00:00:00.000Z
95204,13183,4e3d811dd3b8ca1f39b4ce47ee24b368,delivered,2017-02-10T15:46:04.000Z,2017-02-10T15:55:16.000Z,2017-02-15T13:47:48.000Z,2017-02-21T15:04:36.000Z,2017-03-16T00:00:00.000Z
95205,73228,b554cbcda7eaaecf46c018800f755e2b,delivered,2018-03-22T15:17:36.000Z,2018-03-22T16:07:44.000Z,2018-03-26T21:38:37.000Z,2018-04-16T22:14:38.000Z,2018-04-25T00:00:00.000Z
95206,5420,34f4394bcaeb05083b670513b73961c6,delivered,2017-09-23T21:12:41.000Z,2017-09-26T04:07:17.000Z,2017-10-03T15:06:03.000Z,2017-10-26T14:13:53.000Z,2017-10-27T00:00:00.000Z
95207,37539,aec71ccc28288ed6d9a47be44c78fa3e,delivered,2018-02-25T20:24:02.000Z,2018-02-25T20:35:21.000Z,2018-02-26T19:06:45.000Z,2018-03-05T20:31:57.000Z,2018-03-20T00:00:00.000Z
95208,79191,70de7b6034bc0e9a1f6074627ffab810,delivered,2017-07-12T23:22:20.000Z,2017-07-12T23:35:19.000Z,2017-07-14T18:32:48.000Z,2017-07-31T23:17:34.000Z,2017-08-07T00:00:00.000Z
95209,44697,3e69be4b31a6af336a20caa4a1379784,delivered,2018-04-05T10:30:26.000Z,2018-04-05T10:48:26.000Z,2018-04-05T23:48:36.000Z,2018-04-09T21:38:48.000Z,2018-04-27T00:00:00.000Z
95210,45821,7352da47c1164cdee2f4d71e736f7253,delivered,2018-08-20T23:41:45.000Z,2018-08-20T23:55:18.000Z,2018-08-22T18:20:00.000Z,2018-08-28T17:41:39.000Z,2018-09-05T00:00:00.000Z
95211,83638,c4fe474b612c47a9371f3404c98aa380,canceled,2017-10-23T16:31:25.000Z,2017-10-23T16:46:27.000Z,"","",2017-11-10T00:00:00.000Z
95212,63222,902316ef1cc830ad9d566236f720309f,delivered,2018-07-30T15:16:34.000Z,2018-07-31T07:30:48.000Z,2018-07-31T15:07:00.000Z,2018-08-21T21:52:51.000Z,2018-08-16T00:00:00.000Z
95213,14491,8b4bf0534cfd5d9ebd380e8ac3df9c24,delivered,2018-07-02T16:44:40.000Z,2018-07-02T17:11:01.000Z,2018-07-03T14:05:00.000Z,2018-07-04T15:29:40.000Z,2018-07-20T00:00:00.000Z
95214,78381,d4a78a98efe45057f41725b8cd358a18,delivered,2018-03-22T13:07:55.000Z,2018-03-22T13:15:41.000Z,2018-03-29T01:28:43.000Z,2018-04-23T18:51:36.000Z,2018-04-13T00:00:00.000Z
95215,39536,597d72bb14f93e6108e69dbb691bf697,delivered,2017-06-04T20:01:12.000Z,2017-06-04T20:15:17.000Z,2017-06-06T14:56:49.000Z,2017-06-19T17:55:44.000Z,2017-06-30T00:00:00.000Z
95216,34838,829f21ada22c20b2a15c75f8b63a0533,delivered,2018-06-28T00:14:48.000Z,2018-06-28T01:11:19.000Z,2018-06-28T13:07:00.000Z,2018-06-29T16:08:40.000Z,2018-07-12T00:00:00.000Z
95217,2307,c2dd92ed017508292d833279ee263923,delivered,2017-10-05T22:14:55.000Z,2017-10-05T22:28:15.000Z,2017-10-09T14:27:17.000Z,2017-10-16T20:23:44.000Z,2017-11-01T00:00:00.000Z
95218,20359,a71b5dae60672865090c8de14181bb77,delivered,2017-10-10T10:47:08.000Z,2017-10-10T11:06:17.000Z,2017-10-10T20:49:59.000Z,2017-10-17T18:15:36.000Z,2017-10-31T00:00:00.000Z
95219,77149,24ca685e5655ee79182c18a5f5b1510d,delivered,2018-02-27T00:00:02.000Z,2018-02-27T00:15:28.000Z,2018-02-28T23:04:14.000Z,2018-05-07T11:55:41.000Z,2018-03-19T00:00:00.000Z
95220,73944,24c2e52b9738bce69d1af469a641d97c,delivered,2018-04-16T14:08:44.000Z,2018-04-16T14:50:56.000Z,2018-04-18T02:03:25.000Z,2018-04-30T20:58:27.000Z,2018-05-15T00:00:00.000Z
95221,9175,ca4bfcce82dcdde151327ee3be81ebe2,delivered,2017-10-18T17:20:25.000Z,2017-10-18T21:56:43.000Z,2017-10-26T20:33:20.000Z,2017-11-09T17:15:41.000Z,2017-11-13T00:00:00.000Z
95222,46877,9a2aea98195abe63f00cac10a20fa8b7,delivered,2018-04-11T23:22:52.000Z,2018-04-13T13:29:43.000Z,2018-04-16T20:14:41.000Z,2018-05-03T19:14:45.000Z,2018-05-09T00:00:00.000Z
95223,29765,78b1c0f489ac4c36072ce8ebdedbfa3d,delivered,2018-07-06T21:23:01.000Z,2018-07-06T21:35:10.000Z,2018-07-10T08:18:00.000Z,2018-07-11T15:28:27.000Z,2018-07-23T00:00:00.000Z
95224,42640,28c667d6f66b0f0078e9a521d850816d,delivered,2017-05-30T17:34:31.000Z,2017-05-30T17:45:16.000Z,2017-06-02T18:23:25.000Z,2017-06-16T14:57:30.000Z,2017-07-04T00:00:00.000Z
95225,2503,97abddc4ddff2f3df5eeae15b23f8959,delivered,2018-07-26T09:25:14.000Z,2018-07-27T09:25:11.000Z,2018-07-27T11:32:00.000Z,2018-08-04T00:11:28.000Z,2018-08-14T00:00:00.000Z
95226,85698,f0ba86f5acc7cc95af8064b92d726461,delivered,2017-08-27T23:25:19.000Z,2017-08-27T23:35:10.000Z,2017-08-28T20:36:54.000Z,2017-08-30T21:38:06.000Z,2017-09-19T00:00:00.000Z
95227,51986,7200817edfaf24464cd06cc29bc40827,delivered,2017-05-09T09:49:49.000Z,2017-05-10T02:50:34.000Z,2017-05-12T12:37:33.000Z,2017-05-17T14:44:54.000Z,2017-06-01T00:00:00.000Z
95228,5069,d170a3b7fbbfd946955f5e91181fd532,delivered,2017-06-11T21:32:16.000Z,2017-06-13T04:10:28.000Z,2017-06-16T20:11:51.000Z,2017-06-28T16:47:27.000Z,2017-07-19T00:00:00.000Z
95229,41492,ae8fa27148ecbda49deeaf25014dd775,shipped,2017-04-01T18:26:29.000Z,2017-04-01T18:42:37.000Z,2017-04-10T09:34:30.000Z,"",2017-05-05T00:00:00.000Z
95230,7398,f192cff10ef337b0ec9028f2cb9bf874,delivered,2017-07-21T21:34:14.000Z,2017-07-22T16:35:08.000Z,2017-07-26T19:03:45.000Z,2017-08-11T17:47:55.000Z,2017-08-29T00:00:00.000Z
95231,15816,25cb912c6742e486c6988aaf2c8f221b,delivered,2018-02-18T07:40:25.000Z,2018-02-18T08:40:25.000Z,2018-02-21T21:38:57.000Z,2018-03-23T17:16:56.000Z,2018-03-26T00:00:00.000Z
95232,36274,66953b497ee497a9823fab9b0addc8b6,delivered,2018-01-20T15:09:29.000Z,2018-01-20T15:22:11.000Z,2018-01-24T18:45:12.000Z,2018-02-02T23:08:31.000Z,2018-02-16T00:00:00.000Z
95233,67001,52cfb42088bb202a56a77b48a3051baa,delivered,2017-03-01T20:00:23.000Z,2017-03-02T20:05:14.000Z,2017-03-09T09:24:05.000Z,2017-03-13T12:08:59.000Z,2017-03-20T00:00:00.000Z
95234,38060,a8cf68ff08fc00910fdb589e444e23b4,delivered,2017-04-03T13:57:14.000Z,2017-04-04T13:50:21.000Z,2017-04-05T13:53:09.000Z,2017-04-19T15:53:12.000Z,2017-05-04T00:00:00.000Z
95235,81871,cdb17e415cae13fddbaee8ab5e55e9e2,delivered,2018-03-22T17:21:28.000Z,2018-03-24T12:08:07.000Z,2018-04-03T22:02:43.000Z,2018-04-09T22:14:21.000Z,2018-04-11T00:00:00.000Z
95236,61161,31ac77590bcdea7aa29b868757084904,delivered,2018-02-08T09:31:51.000Z,2018-02-09T02:49:54.000Z,2018-02-09T23:43:00.000Z,2018-02-14T15:13:49.000Z,2018-02-26T00:00:00.000Z
95237,46883,e776adc60e8c76f0cd807332525d8cd1,delivered,2018-05-26T14:54:20.000Z,2018-05-26T15:11:15.000Z,2018-05-28T11:13:00.000Z,2018-06-15T16:41:33.000Z,2018-07-23T00:00:00.000Z
95238,3953,c8567e9b03f16c9c4efdc8f8bf423204,delivered,2018-06-14T19:51:13.000Z,2018-06-15T20:03:19.000Z,2018-06-18T10:33:00.000Z,2018-06-28T12:49:44.000Z,2018-07-17T00:00:00.000Z
95239,75134,b7bc01cb1fcbc469931bb6caebf2dfa0,delivered,2018-01-22T06:56:40.000Z,2018-01-22T14:11:57.000Z,2018-01-23T13:38:57.000Z,2018-02-05T13:27:11.000Z,2018-03-02T00:00:00.000Z
95240,43857,f5c779fe97ca0728706f50c0de89a2d6,delivered,2018-04-27T16:09:58.000Z,2018-04-28T11:33:30.000Z,2018-05-02T16:26:00.000Z,2018-05-03T23:05:36.000Z,2018-05-15T00:00:00.000Z
95241,22422,949090648eb1ba086b3bb1abb642966c,delivered,2018-04-16T19:27:03.000Z,2018-04-16T19:51:43.000Z,2018-04-17T21:16:52.000Z,2018-04-18T12:58:44.000Z,2018-05-03T00:00:00.000Z
95242,86419,a0141c1141d9406b48466fe4d1492bf4,unavailable,2017-11-13T18:50:21.000Z,2017-11-14T10:35:44.000Z,"","",2017-12-13T00:00:00.000Z
95243,16873,a805ad38c6962dfe3c42effceddb6a3f,delivered,2017-09-19T11:06:49.000Z,2017-09-20T02:10:37.000Z,2017-09-20T18:37:06.000Z,2017-09-26T23:18:38.000Z,2017-10-05T00:00:00.000Z
95244,38371,288fa21578528e37e861275a550873d1,delivered,2018-03-20T21:51:24.000Z,2018-03-20T22:08:59.000Z,2018-03-21T19:16:49.000Z,2018-04-18T17:54:41.000Z,2018-04-10T00:00:00.000Z
95245,27470,6d669b4dec428bc8362a8b39ed61aaae,delivered,2018-05-26T19:08:23.000Z,2018-05-26T19:38:18.000Z,2018-06-04T07:12:00.000Z,2018-06-05T22:04:40.000Z,2018-06-21T00:00:00.000Z
95246,81374,2cfbf3ae48a6f2a46384be9fbdf8c9ff,delivered,2018-03-08T10:21:18.000Z,2018-03-09T02:31:30.000Z,2018-03-13T15:37:45.000Z,2018-03-19T16:14:45.000Z,2018-03-26T00:00:00.000Z
95247,36360,ee05ea68d27584f43ac19ad104738fea,delivered,2018-08-03T16:09:36.000Z,2018-08-03T16:43:51.000Z,2018-08-06T11:07:00.000Z,2018-08-08T18:22:05.000Z,2018-08-15T00:00:00.000Z
95248,63293,9fc913ded51851d30a7ee9413e77d3c9,delivered,2018-08-08T16:23:28.000Z,2018-08-08T16:35:16.000Z,2018-08-09T14:52:00.000Z,2018-08-14T00:14:34.000Z,2018-08-20T00:00:00.000Z
95249,97675,5a339130640419f9e00ab4b6ff61dc22,delivered,2018-04-27T15:59:23.000Z,2018-04-27T16:15:25.000Z,2018-04-27T14:35:00.000Z,2018-05-02T15:32:39.000Z,2018-05-16T00:00:00.000Z
95250,72337,6ae8d599fd407bfba5bce00a72c32544,delivered,2017-07-22T12:59:47.000Z,2017-07-22T13:10:18.000Z,2017-07-26T04:46:50.000Z,2017-08-25T18:00:08.000Z,2017-08-30T00:00:00.000Z
95251,47695,ea0b8cf02caec741abbebc5ea0ab1558,delivered,2018-04-05T18:24:45.000Z,2018-04-05T18:35:17.000Z,2018-04-07T00:33:19.000Z,2018-04-19T23:34:44.000Z,2018-05-08T00:00:00.000Z
95252,60540,f6c8df45442a1a3f86164cd6ec23afa3,delivered,2017-11-17T13:15:59.000Z,2017-11-18T13:26:40.000Z,2017-11-22T22:56:45.000Z,2017-11-25T16:53:37.000Z,2017-11-30T00:00:00.000Z
95253,68723,b91dd40b68675f4dc29339562895ca26,unavailable,2018-02-24T16:22:06.000Z,2018-02-24T16:35:26.000Z,"","",2018-03-16T00:00:00.000Z
95254,23996,d49363a0cc2a1915a5a11f85ea08ea48,unavailable,2018-02-07T15:40:42.000Z,2018-02-08T07:10:23.000Z,"","",2018-03-05T00:00:00.000Z
95255,11038,f296c72e2c4814abead0f6f15ab21178,delivered,2018-03-28T14:47:39.000Z,2018-03-28T15:08:47.000Z,2018-03-29T23:08:48.000Z,2018-04-02T22:53:36.000Z,2018-04-10T00:00:00.000Z
95256,6920,fb85c019b52b1481af6b89a96b84be4f,delivered,2017-11-24T01:18:06.000Z,2017-11-24T01:33:20.000Z,2017-11-28T21:57:58.000Z,2017-11-30T22:15:14.000Z,2017-12-29T00:00:00.000Z
95257,14472,d3311a4548f26aafe1df36169dfff736,delivered,2018-05-11T20:57:16.000Z,2018-05-11T21:11:01.000Z,2018-05-14T14:04:00.000Z,2018-05-21T19:58:43.000Z,2018-06-05T00:00:00.000Z
95258,5872,07b4d304ff7e33edf1f9e8a63768204b,delivered,2017-12-05T13:28:58.000Z,2017-12-05T13:53:35.000Z,2017-12-06T21:35:42.000Z,2017-12-30T16:53:34.000Z,2018-01-02T00:00:00.000Z
95259,88288,2a060d7152de8878a009a5f12b4f897f,delivered,2017-06-22T19:01:44.000Z,2017-06-22T19:10:19.000Z,2017-06-23T10:16:58.000Z,2017-07-20T23:17:28.000Z,2017-08-02T00:00:00.000Z
95260,98479,7cbc4b1a42129d7c6f9b4f14371ac4c3,delivered,2018-05-13T20:33:54.000Z,2018-05-13T20:53:20.000Z,2018-05-14T19:03:00.000Z,2018-05-15T21:07:01.000Z,2018-05-22T00:00:00.000Z
95261,14503,4742de2698468a6388200583f9ae46fd,delivered,2018-03-07T21:00:32.000Z,2018-03-07T21:10:36.000Z,2018-03-21T23:27:26.000Z,2018-03-23T02:08:42.000Z,2018-03-29T00:00:00.000Z
95262,68201,c1773baeca3e466698f90611606eadeb,delivered,2018-07-15T16:17:19.000Z,2018-07-15T16:35:16.000Z,2018-07-16T13:14:00.000Z,2018-08-13T12:26:25.000Z,2018-07-24T00:00:00.000Z
95263,10415,83ff9791592c2639213863eb5f08b1bb,delivered,2017-12-04T11:33:28.000Z,2017-12-04T16:32:53.000Z,2017-12-05T22:22:44.000Z,2017-12-20T18:32:42.000Z,2018-01-02T00:00:00.000Z
95264,29581,b3670dbd7176f89ca438f00d60d705a6,delivered,2018-06-03T20:36:42.000Z,2018-06-03T20:49:52.000Z,2018-06-04T13:42:00.000Z,2018-06-13T20:46:28.000Z,2018-07-17T00:00:00.000Z
95265,69079,cabfe1219e952ead9a914adde40efc42,delivered,2017-11-10T16:37:05.000Z,2017-11-11T02:46:34.000Z,2017-11-14T16:39:07.000Z,2017-11-30T18:02:33.000Z,2017-12-08T00:00:00.000Z
95266,19738,e006227af733ca3bcba32f5577afd6d6,delivered,2018-01-04T13:39:48.000Z,2018-01-04T13:52:19.000Z,2018-01-04T22:18:38.000Z,2018-01-05T17:06:03.000Z,2018-01-23T00:00:00.000Z
95267,89207,00f9b0236a85fb8a06fbd9b9c53fddd8,delivered,2018-04-22T15:59:19.000Z,2018-04-24T19:25:47.000Z,2018-04-27T13:33:00.000Z,2018-05-04T00:47:31.000Z,2018-05-14T00:00:00.000Z
95268,71281,fd08c88095ca23b6188a30f0abc679e3,delivered,2017-11-24T20:26:39.000Z,2017-11-24T23:31:53.000Z,2017-12-06T16:52:43.000Z,2017-12-19T17:55:24.000Z,2017-12-27T00:00:00.000Z
95269,68031,5898109e955bbfdb67655f3aa64ecd72,delivered,2017-07-16T19:00:39.000Z,2017-07-16T19:15:07.000Z,2017-07-18T14:38:39.000Z,2017-07-21T17:09:58.000Z,2017-08-08T00:00:00.000Z
95270,9580,a6d4e95420d65bd5f299dc95d3493e0d,unavailable,2018-07-23T06:11:11.000Z,2018-07-28T23:31:01.000Z,"","",2018-08-14T00:00:00.000Z
95271,8448,25b5b0ea53b7d5a2d5712a0d9d0b3649,delivered,2017-08-31T00:47:54.000Z,2017-08-31T01:06:16.000Z,2017-09-05T21:10:32.000Z,2017-09-06T19:17:03.000Z,2017-09-13T00:00:00.000Z
95272,9675,8f976c78a870fd3900d7d417e8f28875,delivered,2017-05-11T17:36:31.000Z,2017-05-11T17:45:21.000Z,2017-05-15T05:55:50.000Z,2017-05-26T19:08:04.000Z,2017-06-08T00:00:00.000Z
95273,33793,f223b4044203732d8bf1a4456fb173f3,delivered,2018-02-09T18:24:42.000Z,2018-02-15T03:50:57.000Z,2018-02-15T18:45:08.000Z,2018-02-18T13:56:24.000Z,2018-02-23T00:00:00.000Z
95274,33102,c41ae768eca38cee8484b87c1d36825d,delivered,2018-03-01T12:53:07.000Z,2018-03-01T13:09:51.000Z,2018-03-01T23:13:05.000Z,2018-03-16T12:29:41.000Z,2018-03-27T00:00:00.000Z
95275,22900,535981e0e0cb431bfd3a85a4279f03d9,delivered,2017-10-13T12:37:17.000Z,2017-10-13T12:49:24.000Z,2017-10-16T18:38:57.000Z,2017-11-01T14:24:54.000Z,2017-10-31T00:00:00.000Z
95276,56784,66768c430bdcf5b52888fdcbd5877992,delivered,2017-09-11T20:02:07.000Z,2017-09-11T20:15:25.000Z,2017-09-12T17:29:52.000Z,2017-09-19T19:10:21.000Z,2017-10-06T00:00:00.000Z
95277,87168,a91402873e20638661e1df60e8eb63dd,delivered,2017-12-06T20:23:57.000Z,2017-12-06T20:33:18.000Z,2017-12-07T19:54:54.000Z,2017-12-15T19:51:31.000Z,2018-01-04T00:00:00.000Z
95278,98110,c09f685555931b025464e237b3ce06e4,delivered,2017-08-29T19:59:51.000Z,2017-08-30T02:16:03.000Z,2017-09-04T21:39:58.000Z,2017-09-08T16:42:31.000Z,2017-09-15T00:00:00.000Z
95279,9592,c7f56d5704a91333798e6a26628d3666,delivered,2018-06-07T11:59:28.000Z,2018-06-07T12:19:15.000Z,2018-06-08T14:41:00.000Z,2018-06-14T23:38:28.000Z,2018-07-04T00:00:00.000Z
95280,88796,05d46826bd0fb605d6b00e30e9141882,delivered,2018-08-27T19:21:58.000Z,2018-08-27T19:35:20.000Z,2018-08-28T19:02:00.000Z,2018-08-29T17:28:25.000Z,2018-09-11T00:00:00.000Z
95281,81796,f20439467653674ebac675290f67e15a,delivered,2018-01-07T18:03:44.000Z,2018-01-07T18:31:45.000Z,2018-01-08T23:14:42.000Z,2018-01-19T00:53:03.000Z,2018-02-06T00:00:00.000Z
95282,38763,78585e48819bf50518947925be68ab86,delivered,2018-02-13T11:34:00.000Z,2018-02-13T12:35:26.000Z,2018-02-14T23:58:31.000Z,2018-02-24T14:04:34.000Z,2018-03-07T00:00:00.000Z
95283,90542,f0ad79b0aabc7f8793cee5df723fcda9,delivered,2018-06-13T09:27:05.000Z,2018-06-13T09:39:54.000Z,2018-06-18T15:07:00.000Z,2018-06-19T18:17:20.000Z,2018-06-28T00:00:00.000Z
95284,8741,33fc7baa13a1f53c49812053516172e7,delivered,2018-05-28T07:44:57.000Z,2018-05-28T07:55:14.000Z,2018-05-29T13:44:00.000Z,2018-06-14T11:18:30.000Z,2018-07-03T00:00:00.000Z
95285,7555,1cb61aaa63135f552055cf1932adf3be,delivered,2018-04-25T21:06:51.000Z,2018-04-25T21:30:10.000Z,2018-04-26T13:22:00.000Z,2018-05-05T16:22:35.000Z,2018-05-30T00:00:00.000Z
95286,40675,aa491ed0d127f4172778f54793494dd2,delivered,2017-11-11T14:09:37.000Z,2017-11-14T03:47:08.000Z,2017-11-14T23:03:20.000Z,2017-11-30T14:49:06.000Z,2017-12-08T00:00:00.000Z
