SK_ORDER,DES_PAYMENT_TYPE,QTT_INSTALLMENT,VAL_PAYMENT
52984,credit_card,3,267.99
58410,credit_card,3,59.00
67434,credit_card,1,160.04
40321,credit_card,1,21.04
75454,credit_card,3,32.77
31972,credit_card,1,88.69
36494,voucher,1,66.99
308,credit_card,4,257.42
2181,voucher,1,27.86
50266,boleto,1,67.50
27652,credit_card,1,52.05
72485,credit_card,4,131.44
29291,credit_card,2,112.95
34609,credit_card,3,150.89
61893,credit_card,1,106.76
13325,credit_card,4,47.51
81297,boleto,1,126.54
64660,credit_card,1,30.10
48783,credit_card,4,206.08
93069,credit_card,8,88.74
48255,credit_card,1,104.50
16268,credit_card,10,710.00
31075,voucher,1,33.15
81035,credit_card,3,79.37
72018,credit_card,3,98.29
96782,credit_card,2,29.64
94532,boleto,1,87.75
6963,credit_card,1,86.14
48002,boleto,1,122.32
58024,credit_card,1,186.50
43523,boleto,1,171.69
66957,credit_card,4,141.86
67200,credit_card,2,76.57
42965,boleto,1,145.46
62004,credit_card,2,65.44
37113,voucher,1,16.37
43417,credit_card,3,36.75
9980,boleto,1,111.84
61500,credit_card,1,27.00
38178,credit_card,1,23.33
90248,credit_card,1,11.20
58230,credit_card,2,64.87
83553,credit_card,7,77.75
84843,voucher,1,25.49
13706,credit_card,4,127.30
7263,boleto,1,83.84
55300,credit_card,1,135.49
38789,credit_card,1,132.90
22968,boleto,1,69.69
11368,boleto,1,239.73
87309,credit_card,3,137.03
41779,boleto,1,154.94
92322,credit_card,5,58.00
54613,boleto,1,137.99
21539,credit_card,8,471.00
24167,boleto,1,89.26
77684,credit_card,1,63.39
14055,credit_card,6,375.26
2322,credit_card,3,310.26
82503,credit_card,1,94.50
63041,credit_card,1,30.00
69526,credit_card,1,218.98
16461,credit_card,1,172.67
71398,credit_card,1,265.55
27209,boleto,1,106.21
72828,credit_card,1,40.96
21822,credit_card,1,52.13
19186,credit_card,3,91.45
39672,credit_card,1,63.12
22276,credit_card,3,156.99
66615,boleto,1,120.82
57620,credit_card,1,79.34
11907,credit_card,6,329.12
46516,credit_card,10,758.26
68396,credit_card,1,29.18
98896,credit_card,2,137.21
15019,boleto,1,35.13
15819,credit_card,3,54.06
92355,credit_card,10,197.64
63618,credit_card,1,24.86
58094,boleto,1,141.53
47888,credit_card,1,32.29
19994,credit_card,10,151.55
55901,boleto,1,121.11
3467,voucher,1,139.18
43519,credit_card,1,45.22
49424,credit_card,10,386.79
48660,credit_card,1,59.43
14593,credit_card,3,74.94
27463,credit_card,1,50.84
95091,voucher,1,50.00
96672,credit_card,10,125.18
69154,credit_card,8,265.60
49298,credit_card,1,112.81
2920,credit_card,4,48.28
32856,boleto,1,50.79
16460,credit_card,10,1478.48
61361,credit_card,1,48.79
92231,credit_card,6,206.08
72007,boleto,1,105.24
88364,credit_card,6,85.60
97234,credit_card,5,73.34
49718,credit_card,1,40.72
11849,boleto,1,148.15
18527,credit_card,10,312.92
34377,credit_card,3,106.90
86923,credit_card,2,68.45
51956,credit_card,5,278.46
84724,credit_card,1,187.55
17636,boleto,1,86.15
56872,credit_card,8,103.39
57323,credit_card,4,203.30
6816,credit_card,2,75.07
66818,credit_card,10,145.12
95315,credit_card,3,87.64
37838,credit_card,4,209.98
53715,credit_card,6,154.74
99231,credit_card,4,233.29
12998,credit_card,1,85.59
91409,voucher,1,7.09
13367,credit_card,1,69.26
39836,boleto,1,173.88
20402,credit_card,2,118.98
97028,credit_card,2,202.68
73188,credit_card,4,148.18
58675,credit_card,1,36.45
50075,credit_card,3,227.00
77827,credit_card,3,153.90
56134,boleto,1,45.09
94735,boleto,1,99.55
60095,credit_card,1,66.15
13735,credit_card,3,30.95
75112,credit_card,1,66.33
7448,boleto,1,96.19
56572,credit_card,3,211.01
76108,credit_card,1,45.09
46444,credit_card,1,31.42
55505,credit_card,3,275.91
70017,credit_card,3,110.24
54174,credit_card,2,235.92
41606,credit_card,4,94.30
49580,boleto,1,122.02
7649,credit_card,2,45.62
3867,credit_card,1,94.15
58352,credit_card,1,52.78
43988,credit_card,1,42.10
91509,credit_card,2,90.19
50918,boleto,1,108.41
71469,boleto,1,600.09
44226,credit_card,2,85.45
17479,credit_card,1,68.56
84772,credit_card,1,20.29
1341,credit_card,2,196.01
56439,credit_card,5,276.94
39857,credit_card,5,237.07
24160,credit_card,1,60.89
52190,credit_card,3,52.09
35394,boleto,1,38.37
57374,credit_card,1,69.33
34498,voucher,1,1.63
16119,boleto,1,49.58
96191,credit_card,2,203.67
45378,credit_card,2,107.24
24096,voucher,1,300.00
37910,credit_card,2,168.28
97448,credit_card,1,54.11
82694,credit_card,8,88.60
82765,credit_card,2,129.61
9823,debit_card,1,48.69
56242,boleto,1,46.09
65681,credit_card,1,43.14
82172,boleto,1,86.44
40623,credit_card,1,49.05
5820,credit_card,1,138.50
47085,credit_card,3,34.22
14409,boleto,1,108.17
44658,credit_card,5,50.00
91570,credit_card,2,173.74
76767,boleto,1,59.16
34282,credit_card,3,84.52
9270,credit_card,3,154.18
56619,credit_card,8,314.21
3452,credit_card,4,99.92
34470,credit_card,1,133.46
53579,credit_card,1,115.45
12306,boleto,1,28.40
67423,boleto,1,169.73
29447,boleto,1,105.63
61928,credit_card,3,142.06
88698,credit_card,4,41.84
94167,credit_card,4,152.95
69679,credit_card,1,33.23
31019,credit_card,1,25.86
66219,credit_card,9,455.04
41159,credit_card,1,50.18
32480,credit_card,2,47.30
59515,credit_card,8,169.94
77220,boleto,1,337.42
71013,credit_card,2,86.15
97850,credit_card,5,97.99
829,credit_card,5,105.28
91932,credit_card,1,52.77
85686,credit_card,8,355.03
6549,boleto,1,350.09
80334,credit_card,10,342.69
59073,boleto,1,56.04
98483,credit_card,10,105.38
86564,credit_card,1,91.26
24623,credit_card,7,132.28
94157,credit_card,1,20.86
49224,voucher,1,129.05
80339,boleto,1,133.76
93008,boleto,1,156.05
43722,boleto,1,35.77
83718,credit_card,1,27.69
76047,voucher,1,43.99
18028,boleto,1,74.66
34100,credit_card,1,96.47
47362,boleto,1,79.16
21532,credit_card,6,99.94
55981,credit_card,3,165.95
69419,credit_card,8,574.77
82121,credit_card,10,115.87
84854,credit_card,4,81.72
78513,credit_card,8,1506.05
3250,credit_card,1,68.62
3761,credit_card,4,169.94
13167,boleto,1,59.06
90517,credit_card,1,86.02
70702,credit_card,1,59.78
61896,credit_card,5,246.79
9520,credit_card,1,51.13
56799,credit_card,2,77.57
8292,credit_card,3,344.62
68132,boleto,1,138.73
76482,credit_card,1,32.39
36216,credit_card,1,82.70
76259,credit_card,3,159.34
82805,credit_card,1,36.96
49293,credit_card,1,87.86
83603,credit_card,7,151.83
4428,boleto,1,127.23
44012,credit_card,3,69.33
70906,credit_card,4,97.71
90134,boleto,1,209.36
11510,credit_card,1,143.38
88589,credit_card,3,68.05
28665,credit_card,1,107.46
29439,voucher,1,30.12
46088,boleto,1,178.51
19050,credit_card,4,47.59
19431,credit_card,1,57.27
57061,credit_card,1,55.22
60834,credit_card,4,282.08
59653,credit_card,3,63.82
83426,boleto,1,179.94
78392,debit_card,1,163.48
35127,credit_card,2,143.06
86940,boleto,1,146.34
15664,voucher,1,15.04
12580,credit_card,3,30.13
49168,credit_card,1,56.78
5321,boleto,1,78.09
20113,credit_card,1,97.03
32967,credit_card,7,530.06
25018,credit_card,1,174.88
46861,credit_card,1,208.00
59350,boleto,1,94.99
81874,boleto,1,259.85
44565,credit_card,1,136.97
78875,credit_card,1,37.46
70348,boleto,1,132.44
48887,voucher,1,37.09
88146,boleto,1,43.78
75052,credit_card,2,102.87
21934,credit_card,3,170.78
37208,credit_card,1,61.84
78653,boleto,1,286.59
73588,credit_card,4,249.46
68207,boleto,1,438.20
14773,credit_card,1,56.78
84653,credit_card,5,290.37
76429,credit_card,1,101.81
98226,credit_card,1,656.78
85882,credit_card,10,1437.64
99104,credit_card,1,78.81
16759,credit_card,1,163.87
82688,credit_card,2,200.16
1782,boleto,1,81.78
82563,credit_card,1,673.68
77785,credit_card,2,93.91
12930,credit_card,8,208.77
70037,credit_card,10,260.55
94137,credit_card,2,55.09
54297,boleto,1,49.96
58222,credit_card,1,166.00
10699,boleto,1,788.40
18325,credit_card,1,131.90
75014,credit_card,4,194.79
33407,credit_card,3,222.86
46976,credit_card,2,108.86
73429,credit_card,2,40.22
34544,voucher,1,5.94
96131,credit_card,9,185.44
20884,boleto,1,1351.41
10329,credit_card,6,65.35
59711,credit_card,1,117.51
11632,credit_card,1,40.95
56083,credit_card,5,142.17
36475,credit_card,8,128.95
5663,credit_card,2,358.54
76706,credit_card,4,257.44
19157,credit_card,1,132.05
34115,credit_card,10,709.58
86279,credit_card,8,159.70
8424,credit_card,8,767.69
95856,voucher,1,66.07
20175,credit_card,10,286.90
69578,credit_card,3,77.57
1271,credit_card,5,102.72
80238,credit_card,3,37.32
31889,credit_card,8,91.85
11227,credit_card,1,136.08
72630,credit_card,10,177.44
52741,credit_card,2,115.45
41867,boleto,1,140.71
90595,credit_card,1,51.52
42154,credit_card,10,282.45
243,credit_card,2,28.46
88050,credit_card,1,27.61
94718,credit_card,2,71.14
22088,debit_card,1,26.88
49525,credit_card,3,164.79
42642,credit_card,3,83.90
11856,credit_card,4,184.77
87571,boleto,1,56.01
26501,credit_card,7,181.40
92194,boleto,1,208.59
24948,boleto,1,49.00
61221,credit_card,5,424.68
80504,boleto,1,423.63
29245,credit_card,7,74.84
78420,voucher,1,2.26
62202,credit_card,1,47.00
61816,credit_card,2,88.09
40570,credit_card,8,658.43
31487,voucher,1,61.29
546,boleto,1,307.00
73096,boleto,1,142.82
86639,credit_card,2,120.74
9427,boleto,1,89.17
93267,credit_card,2,254.01
55027,boleto,1,58.36
92422,credit_card,6,91.05
44993,credit_card,4,120.11
51956,credit_card,1,500.00
89473,boleto,1,61.32
89057,boleto,1,182.69
18867,credit_card,1,77.70
46311,boleto,1,85.60
53825,credit_card,4,361.45
78617,credit_card,2,169.49
13878,boleto,1,237.62
40853,credit_card,2,186.62
8428,boleto,1,3155.82
76581,credit_card,4,46.75
70289,boleto,1,1076.76
53711,credit_card,1,58.79
17316,credit_card,3,61.59
18083,credit_card,1,142.44
70306,credit_card,5,209.65
14620,debit_card,1,249.57
56655,voucher,1,42.17
14268,credit_card,3,31.79
69539,voucher,1,49.07
14033,credit_card,1,114.83
79005,credit_card,5,286.78
70653,credit_card,2,93.28
35300,credit_card,3,39.14
39837,boleto,1,65.00
74003,boleto,1,1936.50
71995,credit_card,1,49.87
21381,voucher,1,64.02
21596,debit_card,1,33.37
93226,credit_card,2,167.85
18556,credit_card,1,40.24
65223,credit_card,6,61.77
98083,boleto,1,521.54
58744,boleto,1,74.70
85833,credit_card,10,635.92
386,credit_card,1,150.21
12071,boleto,1,97.11
85522,boleto,1,46.59
78902,boleto,1,26.05
2172,boleto,1,35.23
99089,credit_card,6,101.78
62942,credit_card,3,88.09
24283,credit_card,1,450.10
46430,credit_card,2,138.60
40704,boleto,1,186.77
46217,debit_card,1,85.45
25933,voucher,1,0.73
61291,credit_card,2,107.78
54289,credit_card,3,42.59
27681,credit_card,1,179.60
48821,credit_card,1,55.39
59700,credit_card,3,100.26
89365,credit_card,1,102.58
7208,credit_card,1,69.49
51709,credit_card,2,207.73
32776,voucher,1,33.35
21877,credit_card,1,126.26
1313,credit_card,10,255.84
30162,credit_card,2,26.66
18857,credit_card,5,80.73
40058,credit_card,2,144.64
23391,credit_card,4,45.40
33320,credit_card,1,105.51
94384,credit_card,2,218.25
84711,credit_card,2,86.15
82748,credit_card,3,164.55
48287,credit_card,2,219.45
37850,credit_card,2,188.42
11128,credit_card,1,104.85
25400,credit_card,7,76.89
99003,credit_card,5,129.91
38223,credit_card,1,173.32
97387,boleto,1,75.53
13277,credit_card,4,304.35
20567,credit_card,1,98.34
94041,credit_card,3,194.37
9917,credit_card,1,83.57
82927,credit_card,2,160.51
44303,boleto,1,122.87
20615,credit_card,10,227.27
36649,credit_card,1,54.98
73274,boleto,1,42.62
59116,credit_card,2,33.87
29327,boleto,1,167.90
84664,boleto,1,21.49
89773,debit_card,1,157.21
57236,credit_card,2,138.64
21103,boleto,1,61.84
48924,credit_card,2,122.17
49551,credit_card,1,36.04
78644,boleto,1,213.89
13948,credit_card,2,144.64
96706,credit_card,2,259.48
36162,credit_card,10,137.99
8260,credit_card,10,639.98
42840,credit_card,1,37.06
83545,credit_card,2,28.94
84325,credit_card,1,30.23
39453,credit_card,1,185.64
97324,credit_card,1,29.68
62204,boleto,1,24.00
65634,credit_card,2,168.48
15478,voucher,1,145.66
72341,credit_card,8,336.33
46012,boleto,1,52.10
16252,credit_card,6,76.73
72851,boleto,1,233.55
7056,credit_card,2,180.55
47166,credit_card,2,52.93
5810,boleto,1,432.32
31688,credit_card,3,209.97
29553,boleto,1,84.23
7951,credit_card,4,45.90
90453,credit_card,10,297.72
88205,credit_card,2,30.13
63045,credit_card,10,554.10
32329,credit_card,1,64.03
11571,boleto,1,125.21
82100,credit_card,6,122.84
45337,credit_card,1,36.28
83186,boleto,1,76.19
57094,boleto,1,62.64
89103,boleto,1,148.93
78661,credit_card,5,53.53
72036,credit_card,1,57.10
74842,credit_card,3,61.43
25610,credit_card,1,54.70
23785,credit_card,3,103.64
54033,credit_card,1,21.19
88281,boleto,1,112.53
19491,credit_card,3,157.30
9185,credit_card,4,208.14
98667,credit_card,10,318.97
28116,boleto,1,78.19
76036,credit_card,1,13.43
49477,credit_card,2,46.75
13466,credit_card,10,224.71
17968,credit_card,1,91.28
43179,credit_card,1,262.35
61620,credit_card,3,210.03
40154,credit_card,1,97.48
83308,boleto,1,161.01
89460,credit_card,8,99.87
63956,credit_card,2,115.45
67846,voucher,1,39.28
87031,credit_card,3,95.74
34213,voucher,1,63.73
61807,credit_card,5,57.16
93828,credit_card,3,113.71
75240,credit_card,3,105.24
51565,boleto,1,153.10
39134,credit_card,8,201.45
30688,credit_card,1,113.11
70812,credit_card,1,64.79
30444,boleto,1,25.33
93638,credit_card,1,56.78
66347,voucher,1,123.92
38530,credit_card,3,266.96
47198,credit_card,1,140.54
31825,credit_card,1,62.48
52571,boleto,1,54.51
55941,boleto,1,286.83
74904,credit_card,1,40.76
13191,boleto,1,49.45
62610,credit_card,5,76.08
24207,credit_card,4,72.66
69166,boleto,1,1181.11
59120,credit_card,3,117.04
72024,boleto,1,190.62
85606,credit_card,8,133.58
48094,credit_card,6,122.35
26904,boleto,1,62.44
22364,credit_card,3,37.38
94747,credit_card,2,61.09
64693,credit_card,4,109.31
91638,credit_card,4,51.14
27089,credit_card,10,194.91
13402,credit_card,10,140.01
69082,boleto,1,124.44
8806,boleto,1,69.73
47151,credit_card,6,120.09
81703,credit_card,4,41.64
98645,boleto,1,188.72
33323,credit_card,8,326.54
34011,credit_card,1,121.39
82868,credit_card,3,61.85
70303,debit_card,1,69.44
29006,debit_card,1,184.80
66137,boleto,1,53.10
63978,credit_card,1,9.83
86428,credit_card,6,61.58
73255,credit_card,3,173.93
43040,credit_card,10,1422.05
90312,credit_card,5,473.12
40762,credit_card,4,207.26
90884,credit_card,10,223.14
76157,voucher,1,33.13
19888,credit_card,2,64.32
99318,credit_card,2,46.75
85070,credit_card,1,97.43
79912,credit_card,5,118.35
37586,boleto,1,42.22
4053,credit_card,2,170.00
34058,credit_card,1,65.35
12077,credit_card,9,99.73
50007,boleto,1,25.24
52541,credit_card,8,163.00
75584,credit_card,1,222.14
52404,credit_card,2,36.89
24027,credit_card,8,88.01
88395,voucher,1,79.64
37273,credit_card,1,45.08
98510,credit_card,3,36.63
82635,credit_card,1,41.00
51896,credit_card,2,61.38
55587,credit_card,1,37.09
29918,credit_card,1,93.86
69236,voucher,1,3.74
67639,debit_card,1,117.88
46844,credit_card,10,636.74
22257,credit_card,4,256.43
70279,credit_card,6,77.75
99312,credit_card,4,106.20
13505,credit_card,10,117.96
62063,credit_card,3,240.08
61553,credit_card,1,70.04
64791,boleto,1,176.65
70125,credit_card,8,88.91
98552,boleto,1,277.99
94192,credit_card,6,137.28
36327,boleto,1,97.76
66312,credit_card,3,163.68
43595,credit_card,1,105.37
42571,credit_card,1,363.98
34659,credit_card,2,32.78
90863,credit_card,1,30.84
45936,credit_card,10,242.22
82968,credit_card,5,118.98
7143,credit_card,1,97.88
34359,boleto,1,245.87
7189,boleto,1,788.23
24974,credit_card,2,50.60
63020,credit_card,10,3351.35
51886,credit_card,10,175.26
91929,boleto,1,28.08
77498,credit_card,2,25.13
96640,credit_card,10,125.43
24605,boleto,1,657.61
84456,voucher,1,88.26
1644,credit_card,1,157.54
27313,credit_card,5,140.91
70618,voucher,1,6.88
34580,credit_card,2,201.51
66215,credit_card,3,75.68
63034,boleto,1,48.25
40169,credit_card,1,26.71
11519,boleto,1,56.46
39153,credit_card,2,160.80
759,credit_card,2,140.08
64503,boleto,1,117.90
93412,voucher,1,50.00
8468,voucher,1,99.33
62422,credit_card,4,41.09
48081,voucher,1,0.92
74910,boleto,1,72.22
77042,credit_card,4,85.83
31402,credit_card,10,236.12
44876,credit_card,1,35.45
11555,credit_card,10,385.13
89501,credit_card,1,50.44
57597,credit_card,4,210.08
8969,credit_card,2,185.28
70128,credit_card,4,123.64
81742,boleto,1,109.02
84623,credit_card,1,51.01
47207,debit_card,1,208.79
8480,boleto,1,251.16
29218,credit_card,8,182.16
2749,boleto,1,67.58
82407,credit_card,2,116.24
31858,boleto,1,117.94
49470,credit_card,1,59.39
88901,credit_card,6,180.31
28493,credit_card,1,263.94
5578,boleto,1,85.38
72268,voucher,1,29.09
42835,credit_card,3,167.75
7407,credit_card,1,41.46
33466,credit_card,3,89.95
37527,debit_card,1,45.00
15191,credit_card,2,61.14
63120,credit_card,6,278.86
98215,credit_card,6,131.14
56951,credit_card,10,142.91
12572,credit_card,1,143.48
56370,boleto,1,29.56
603,credit_card,3,73.34
99239,boleto,1,77.57
81572,credit_card,3,281.30
32614,credit_card,1,35.41
32229,credit_card,3,216.83
25268,voucher,1,7.31
66597,credit_card,2,112.42
90977,voucher,1,20.00
79751,credit_card,3,78.86
40139,credit_card,2,225.04
35014,credit_card,3,169.50
47052,boleto,1,192.05
11110,boleto,1,54.69
52290,boleto,1,32.37
25838,credit_card,1,40.09
6715,credit_card,4,223.08
18664,credit_card,3,183.49
74106,credit_card,1,111.83
10600,credit_card,8,139.33
9146,boleto,1,352.30
43116,boleto,1,365.99
56500,credit_card,4,710.48
97932,credit_card,1,35.00
21085,credit_card,1,33.38
36072,credit_card,3,57.08
20486,credit_card,1,90.88
88679,credit_card,1,110.00
43020,boleto,1,72.85
28139,boleto,1,228.87
56719,credit_card,2,73.39
33634,boleto,1,58.95
68620,credit_card,2,113.38
22860,credit_card,6,224.45
18092,credit_card,1,40.10
93067,credit_card,1,217.06
93980,credit_card,1,76.28
28608,credit_card,1,65.09
29533,credit_card,1,118.02
84289,credit_card,1,46.61
6489,credit_card,10,445.75
46690,credit_card,4,200.35
43321,credit_card,2,275.72
83622,credit_card,5,235.81
39301,credit_card,8,492.92
7420,credit_card,10,1229.19
835,credit_card,2,147.33
16503,credit_card,1,76.38
55135,boleto,1,35.78
43135,credit_card,4,113.71
44429,credit_card,2,104.73
20807,boleto,1,67.38
70502,boleto,1,35.13
13819,credit_card,4,92.61
83929,boleto,1,35.00
78607,credit_card,2,128.02
63527,credit_card,10,398.01
13912,credit_card,1,60.94
29116,credit_card,4,43.09
76773,credit_card,8,273.24
41145,boleto,1,354.35
47876,credit_card,10,238.07
40937,credit_card,8,247.11
72604,credit_card,4,46.34
63723,credit_card,4,343.74
10954,credit_card,1,246.04
32915,credit_card,6,83.57
83172,credit_card,4,178.84
92719,credit_card,3,61.79
74490,credit_card,1,90.99
13418,credit_card,1,231.37
45903,voucher,1,50.33
60874,boleto,1,45.09
44053,credit_card,3,117.85
17391,debit_card,1,173.74
87508,credit_card,5,165.84
68222,credit_card,2,205.21
85046,credit_card,5,134.16
74808,credit_card,3,222.93
93693,credit_card,1,185.49
40942,credit_card,1,62.44
52794,credit_card,10,198.67
36638,credit_card,3,67.53
9131,credit_card,2,116.06
43575,voucher,1,123.56
20176,boleto,1,150.72
71711,credit_card,10,128.46
2694,boleto,1,148.01
44992,boleto,1,46.78
75337,credit_card,1,90.75
60966,credit_card,4,105.98
7516,credit_card,3,96.80
73437,boleto,1,165.80
5618,boleto,1,44.32
44153,boleto,1,120.95
10737,credit_card,3,73.67
87180,credit_card,1,83.24
94378,boleto,1,39.45
45735,credit_card,6,69.07
32217,credit_card,5,56.75
87080,voucher,1,9.02
53463,credit_card,4,488.15
22907,credit_card,1,84.69
35397,credit_card,1,88.07
24204,credit_card,3,111.17
51006,boleto,1,40.00
76151,boleto,1,33.84
38077,credit_card,2,164.07
27839,credit_card,1,36.02
24229,credit_card,1,93.36
85431,credit_card,3,158.77
67036,voucher,1,33.60
29105,credit_card,10,215.11
68065,credit_card,1,49.14
37598,credit_card,1,62.21
54913,voucher,1,19.84
13323,voucher,1,50.00
74725,boleto,1,29.42
70500,boleto,1,107.11
692,credit_card,3,119.24
22730,credit_card,10,107.78
44076,credit_card,1,1591.24
58818,credit_card,9,99.87
66282,voucher,1,24.31
52383,boleto,1,161.65
87085,credit_card,2,396.20
10678,credit_card,3,92.46
43812,credit_card,5,162.55
24773,credit_card,2,83.41
67990,credit_card,1,74.16
90864,boleto,1,31.40
82532,credit_card,10,471.00
36542,voucher,1,36.24
57987,credit_card,1,156.63
72463,debit_card,1,67.94
49784,voucher,1,27.98
78328,voucher,1,14.20
65274,credit_card,1,74.18
31211,boleto,1,232.82
68423,credit_card,2,121.69
48959,credit_card,8,106.16
11676,credit_card,1,128.75
24875,credit_card,3,76.78
54281,boleto,1,68.32
92862,credit_card,4,349.14
87970,credit_card,10,179.19
43602,credit_card,1,125.61
57694,voucher,1,25.00
24130,credit_card,5,367.08
79408,credit_card,2,93.28
59919,boleto,1,138.28
54383,credit_card,1,31.29
70794,credit_card,4,46.50
94966,credit_card,1,150.89
36522,boleto,1,110.77
32840,boleto,1,122.62
47716,credit_card,8,89.07
26815,credit_card,1,120.05
11974,boleto,1,124.95
97353,credit_card,6,437.19
87895,voucher,1,59.24
45420,credit_card,8,455.37
18238,credit_card,3,198.31
44923,credit_card,3,427.16
70529,boleto,1,37.90
41801,voucher,1,100.00
13770,credit_card,4,105.28
91372,credit_card,3,67.81
94393,credit_card,3,83.65
42267,credit_card,4,214.57
79638,credit_card,1,65.00
88243,credit_card,4,56.77
74724,credit_card,2,170.75
66190,credit_card,4,143.10
23495,debit_card,1,65.13
57574,credit_card,10,1096.41
14881,boleto,1,171.00
702,credit_card,1,56.50
56170,credit_card,9,92.44
25320,credit_card,2,102.64
35429,credit_card,3,130.00
28832,credit_card,1,57.62
64395,debit_card,1,188.45
97602,credit_card,3,111.02
90291,voucher,1,39.08
36977,credit_card,2,69.73
90771,credit_card,8,263.95
44144,credit_card,1,112.53
77796,credit_card,5,394.73
67465,boleto,1,94.40
39383,credit_card,1,36.74
38630,credit_card,6,99.70
74264,credit_card,9,92.62
84588,boleto,1,78.77
91724,boleto,1,48.21
20189,voucher,1,338.19
91559,credit_card,7,99.52
96950,credit_card,4,604.76
98192,credit_card,1,35.68
35546,credit_card,8,163.69
76987,boleto,1,63.74
26903,credit_card,10,173.25
75091,credit_card,2,1057.20
85637,boleto,1,52.60
78417,credit_card,1,84.23
72483,boleto,1,47.00
89555,credit_card,1,127.69
86586,credit_card,2,146.00
47077,voucher,1,100.00
35285,credit_card,8,81.23
21209,credit_card,1,186.52
60940,credit_card,1,58.62
44632,credit_card,2,73.44
61643,voucher,1,13.27
23821,credit_card,2,229.22
12021,credit_card,10,183.74
81151,credit_card,8,358.50
62097,boleto,1,87.71
40465,credit_card,7,72.83
16802,credit_card,2,678.82
46553,voucher,1,32.13
4873,credit_card,2,68.89
66572,credit_card,10,1118.05
74491,credit_card,9,246.49
12918,credit_card,10,182.91
87387,credit_card,4,362.96
80463,credit_card,3,34.28
51405,credit_card,1,32.29
84551,credit_card,3,266.89
66458,boleto,1,70.14
48441,credit_card,8,595.49
25366,credit_card,2,115.26
32201,boleto,1,242.02
31683,credit_card,3,337.18
92839,credit_card,7,70.14
30149,voucher,1,46.15
1260,credit_card,3,175.86
78051,boleto,1,103.12
44448,credit_card,3,36.75
87203,boleto,1,84.13
71611,credit_card,8,176.65
46715,credit_card,1,65.00
34397,boleto,1,47.81
98653,credit_card,8,87.79
31245,credit_card,7,147.52
30810,credit_card,1,477.09
69884,boleto,1,115.44
20853,credit_card,10,107.75
53363,credit_card,2,144.89
15057,boleto,1,103.04
10588,credit_card,8,83.86
27305,credit_card,2,111.85
50064,boleto,1,122.17
94967,credit_card,5,168.02
64529,credit_card,5,151.49
48122,credit_card,1,148.15
26406,boleto,1,96.13
67769,boleto,1,312.49
25156,credit_card,1,70.98
88653,credit_card,2,82.33
51459,credit_card,10,192.56
87351,credit_card,1,42.70
4522,boleto,1,45.09
22634,credit_card,1,42.78
5238,credit_card,3,34.69
22761,credit_card,1,43.13
63377,credit_card,1,102.26
52036,credit_card,1,45.21
79522,credit_card,10,143.66
17586,boleto,1,322.56
63553,credit_card,3,134.01
69740,credit_card,1,50.15
53644,boleto,1,36.14
83182,credit_card,1,37.85
21732,credit_card,1,47.43
63504,credit_card,3,50.34
57343,boleto,1,104.70
22908,credit_card,12,214.59
63628,credit_card,8,107.78
51505,boleto,1,46.69
91989,credit_card,6,102.64
88047,credit_card,1,36.75
92707,credit_card,2,114.58
33076,credit_card,3,36.48
55731,credit_card,1,26.70
20170,credit_card,2,68.55
75113,voucher,1,17.92
73833,credit_card,2,22.14
99388,credit_card,1,52.34
95896,credit_card,2,68.13
90652,credit_card,8,168.73
85260,credit_card,2,911.65
18542,credit_card,2,242.46
80601,credit_card,5,174.04
57811,boleto,1,44.59
93279,boleto,1,73.03
2955,boleto,1,241.73
77991,credit_card,8,95.21
80787,credit_card,4,292.28
21772,credit_card,1,118.96
7908,credit_card,6,225.19
76470,credit_card,9,502.75
54200,boleto,1,117.08
39997,boleto,1,69.90
76736,credit_card,1,1.51
68871,credit_card,1,54.42
40593,credit_card,15,1129.57
75827,credit_card,5,422.59
39472,credit_card,4,208.78
27478,credit_card,4,402.16
87698,credit_card,3,128.87
43007,credit_card,2,53.98
96159,credit_card,1,33.85
85401,credit_card,2,57.98
49738,credit_card,2,77.55
68691,credit_card,2,41.29
62500,credit_card,1,106.78
28383,debit_card,1,54.32
25678,boleto,1,217.64
21986,credit_card,1,80.05
15187,credit_card,4,137.07
84556,credit_card,1,463.54
5707,credit_card,8,130.06
85045,boleto,1,92.50
98399,boleto,1,39.42
81080,credit_card,8,137.58
44051,voucher,1,33.71
54485,boleto,1,73.66
4390,credit_card,8,97.59
2990,credit_card,1,23.08
29798,credit_card,3,77.65
44281,credit_card,1,46.71
1445,voucher,1,68.41
63240,credit_card,1,33.75
87859,credit_card,1,24.09
20244,boleto,1,64.05
97629,boleto,1,32.09
73862,credit_card,8,205.76
52445,credit_card,1,33.27
84749,credit_card,1,150.92
21751,credit_card,5,248.93
89300,credit_card,1,19.57
79729,credit_card,1,99.20
95198,credit_card,3,88.03
32718,credit_card,4,159.03
31275,credit_card,2,75.65
76253,credit_card,1,58.13
27990,boleto,1,157.30
2595,boleto,1,738.67
81922,credit_card,7,74.36
36964,boleto,1,20.11
23387,credit_card,1,21.04
24611,debit_card,1,23.29
56194,credit_card,3,212.01
52319,credit_card,3,197.17
96181,voucher,1,26.82
11257,boleto,1,157.45
62125,credit_card,2,312.06
27344,credit_card,7,75.84
69400,credit_card,1,58.16
18286,credit_card,2,27.87
91854,boleto,1,214.59
8275,credit_card,1,53.35
10103,credit_card,2,69.25
80750,boleto,1,107.28
